1.2;2.4;3.6;4.8;6;7.2;8.4;9.6;10.8;12;13.2;14.4;15.6;16.8;18;19.2;20.4;21.6;22.8;24;25.2;26.4;27.6;28.8;30;31.2;32.4;33.6;34.8;36;37.2;38.4;39.6;40.8;42
4;4;4;2;2;3;2;2;2;1;1;1;2;3;3;4;4;4;4;1;1;1;3;3;3;2;1;1;1;2;3;3;4;4;4
5;5;4;4;3;3;3;3;2;2;2;3;3;4;4;4;5;5;4;2;3;2;4;4;4;3;3;2;2;2;2;3;3;4;4
3;3;3;2;2;2;2;2;2;2;1;1;3;3;3;3;5;5;5;3;2;2;2;3;3;2;2;1;1;1;2;2;2;3;3
4;4;4;3;1;2;1;1;1;1;1;1;3;3;4;4;4;3;3;2;2;2;3;4;4;3;3;3;2;2;2;3;3;4;4
5;5;5;3;3;4;3;4;3;2;2;3;3;3;4;3;3;5;5;3;2;2;4;4;4;3;3;4;3;3;3;4;4;5;5
